,Text 1,Text 2,Link Count,Tractate
1620,Bava Kamma,Tosefta Chullin,1,Chullin
1621,Bava Kamma,Chullin,35,Chullin
1622,Bava Kamma,Mishnah Bekhorot,3,Bekhorot
1623,Bava Kamma,Bekhorot,29,Bekhorot
1624,Bava Kamma,Mishnah Arakhin,3,Arakhin
1625,Bava Kamma,Tosefta Arakhin,1,Arakhin
1626,Bava Kamma,Arakhin,18,Arakhin
1627,Bava Kamma,Mishnah Temurah,1,Temurah
1628,Bava Kamma,Temurah,23,Temurah
1629,Bava Kamma,Keritot,4,Keritot
1630,Bava Kamma,Mishnah Meilah,1,Meilah
1631,Bava Kamma,Tosefta Meilah,1,Meilah
1632,Bava Kamma,Meilah,4,Meilah
1633,Bava Kamma,Tamid,1,Tamid
1634,Bava Kamma,Mishnah Kelim,5,Kelim
1635,Bava Kamma,Mishnah Ohalot,1,Ohalot
1636,Bava Kamma,Tosefta Negaim,1,Negaim
1637,Bava Kamma,Mishnah Tahorot,1,Tahorot
1638,Bava Kamma,Mishnah Niddah,1,Niddah
1639,Bava Kamma,Niddah,11,Niddah
1640,Bava Kamma,Mishnah Tevul Yom,1,Tevul Yom
1641,Bava Kamma,Tosefta Oktzin,1,Oktzin
1642,Bava Metzia,Tosefta Berakhot,1,Berakhot
1643,Bava Metzia,Jerusalem Talmud Berakhot,3,Berakhot
1644,Bava Metzia,Berakhot,15,Berakhot
1645,Bava Metzia,Mishnah Peah,5,Peah
1646,Bava Metzia,Tosefta Peah,3,Peah
1647,Bava Metzia,Jerusalem Talmud Peah,17,Peah
1648,Bava Metzia,Mishnah Demai,3,Demai
1649,Bava Metzia,Tosefta Demai,4,Demai
1650,Bava Metzia,Jerusalem Talmud Demai,4,Demai
1651,Bava Metzia,Mishnah Kilayim,1,Kilayim
1652,Bava Metzia,Tosefta Kilayim,1,Kilayim
1653,Bava Metzia,Jerusalem Talmud Kilayim,2,Kilayim
1654,Bava Metzia,Tosefta Sheviit,2,Sheviit
1655,Bava Metzia,Jerusalem Talmud Sheviit,8,Sheviit
1656,Bava Metzia,Mishnah Terumot,3,Terumot
1657,Bava Metzia,Tosefta Terumot,3,Terumot
1658,Bava Metzia,Jerusalem Talmud Terumot,8,Terumot
1659,Bava Metzia,Mishnah Maasrot,2,Maasrot
1660,Bava Metzia,Tosefta Maasrot,7,Maasrot
1661,Bava Metzia,Jerusalem Talmud Maasrot,16,Maasrot
1662,Bava Metzia,Mishnah Maaser Sheni,5,Maaser Sheni
1663,Bava Metzia,Tosefta Maaser Sheni,9,Maaser Sheni
1664,Bava Metzia,Jerusalem Talmud Maaser Sheni,12,Maaser Sheni
1665,Bava Metzia,Mishnah Challah,2,Challah
1666,Bava Metzia,Jerusalem Talmud Challah,1,Challah
1667,Bava Metzia,Tosefta Orlah,1,Orlah
1668,Bava Metzia,Mishnah Bikkurim,1,Bikkurim
1669,Bava Metzia,Tosefta Bikkurim,1,Bikkurim
1670,Bava Metzia,Mishnah Shabbat,2,Shabbat
1671,Bava Metzia,Tosefta Shabbat,2,Shabbat
1672,Bava Metzia,Jerusalem Talmud Shabbat,4,Shabbat
1673,Bava Metzia,Shabbat,33,Shabbat
1674,Bava Metzia,Mishnah Eruvin,1,Eruvin
1675,Bava Metzia,Jerusalem Talmud Eruvin,6,Eruvin
1676,Bava Metzia,Eruvin,13,Eruvin
1677,Bava Metzia,Mishnah Pesachim,2,Pesachim
1678,Bava Metzia,Tosefta Pesachim,2,Pesachim
1679,Bava Metzia,Jerusalem Talmud Pesachim,2,Pesachim
1680,Bava Metzia,Pesachim,26,Pesachim
1681,Bava Metzia,Mishnah Shekalim,4,Shekalim
1682,Bava Metzia,Tosefta Shekalim,8,Shekalim
1683,Bava Metzia,Mishnah Yoma,1,Yoma
1684,Bava Metzia,Yoma,10,Yoma
1685,Bava Metzia,Sukkah,14,Sukkah
1686,Bava Metzia,Beitzah,10,Beitzah
1687,Bava Metzia,Rosh Hashanah,4,Rosh Hashanah
1688,Bava Metzia,Jerusalem Talmud Taanit,4,Taanit
1689,Bava Metzia,Taanit,8,Taanit
1690,Bava Metzia,Tosefta Megillah,4,Megillah
1691,Bava Metzia,Jerusalem Talmud Megillah,4,Megillah
1692,Bava Metzia,Megillah,5,Megillah
1693,Bava Metzia,Mishnah Moed Katan,1,Moed Katan
1694,Bava Metzia,Jerusalem Talmud Moed Katan,2,Moed Katan
1695,Bava Metzia,Moed Katan,1,Moed Katan
1696,Bava Metzia,Chagigah,1,Chagigah
1697,Bava Metzia,Mishnah Yevamot,4,Yevamot
1698,Bava Metzia,Tosefta Yevamot,3,Yevamot
1699,Bava Metzia,Jerusalem Talmud Yevamot,2,Yevamot
1700,Bava Metzia,Yevamot,38,Yevamot
1701,Bava Metzia,Mishnah Ketubot,4,Ketubot
1702,Bava Metzia,Tosefta Ketubot,19,Ketubot
1703,Bava Metzia,Jerusalem Talmud Ketubot,5,Ketubot
1704,Bava Metzia,Ketubot,56,Ketubot
1705,Bava Metzia,Mishnah Nedarim,2,Nedarim
1706,Bava Metzia,Tosefta Nedarim,1,Nedarim
1707,Bava Metzia,Jerusalem Talmud Nedarim,1,Nedarim
1708,Bava Metzia,Nedarim,14,Nedarim
1709,Bava Metzia,Mishnah Nazir,1,Nazir
1710,Bava Metzia,Tosefta Nazir,1,Nazir
1711,Bava Metzia,Jerusalem Talmud Nazir,1,Nazir
1712,Bava Metzia,Nazir,13,Nazir
1713,Bava Metzia,Tosefta Sotah,3,Sotah
1714,Bava Metzia,Sotah,8,Sotah
1715,Bava Metzia,Mishnah Gittin,6,Gittin
1716,Bava Metzia,Tosefta Gittin,9,Gittin
1717,Bava Metzia,Gittin,67,Gittin
1718,Bava Metzia,Mishnah Kiddushin,4,Kiddushin
1719,Bava Metzia,Tosefta Kiddushin,4,Kiddushin
1720,Bava Metzia,Jerusalem Talmud Kiddushin,15,Kiddushin
1721,Bava Metzia,Kiddushin,53,Kiddushin
1722,Bava Metzia,Mishnah Bava Kamma,9,Bava Kamma
1723,Bava Metzia,Tosefta Bava Kamma,8,Bava Kamma
1724,Bava Metzia,Bava Kamma,118,Bava Kamma
1725,Bava Metzia,Mishnah Bava Metzia,139,Bava Metzia
1726,Bava Metzia,Tosefta Bava Metzia,185,Bava Metzia
1727,Bava Metzia,Jerusalem Talmud Bava Metzia,45,Bava Metzia
1728,Bava Metzia,Bava Metzia,102,Bava Metzia
1729,Bava Metzia,Bava Metzia,102,Bava Metzia
1730,Bava Metzia,Mishnah Bava Batra,12,Bava Batra
1731,Bava Metzia,Tosefta Bava Batra,21,Bava Batra
1732,Bava Metzia,Jerusalem Talmud Bava Batra,1,Bava Batra
1733,Bava Metzia,Bava Batra,97,Bava Batra
1734,Bava Metzia,Mishnah Sanhedrin,1,Sanhedrin
1735,Bava Metzia,Tosefta Sanhedrin,1,Sanhedrin
1736,Bava Metzia,Sanhedrin,36,Sanhedrin
1737,Bava Metzia,Makkot,10,Makkot
1738,Bava Metzia,Mishnah Shevuot,9,Shevuot
1739,Bava Metzia,Tosefta Shevuot,1,Shevuot
1740,Bava Metzia,Shevuot,49,Shevuot
1741,Bava Metzia,Mishnah Eduyot,3,Eduyot
1742,Bava Metzia,Tosefta Eduyot,1,Eduyot
1743,Bava Metzia,Avodah Zarah,24,Avodah Zarah
1744,Bava Metzia,Pirkei Avot,3,Pirkei Avot
1745,Bava Metzia,Tosefta Horayot,1,Horayot
1746,Bava Metzia,Horayot,1,Horayot
1747,Bava Metzia,Zevachim,13,Zevachim
1748,Bava Metzia,Mishnah Menachot,2,Menachot
1749,Bava Metzia,Tosefta Menachot,1,Menachot
1750,Bava Metzia,Menachot,14,Menachot
1751,Bava Metzia,Tosefta Chullin,1,Chullin
1752,Bava Metzia,Chullin,24,Chullin
1753,Bava Metzia,Mishnah Bekhorot,3,Bekhorot
1754,Bava Metzia,Tosefta Bekhorot,1,Bekhorot
1755,Bava Metzia,Bekhorot,15,Bekhorot
1756,Bava Metzia,Mishnah Arakhin,1,Arakhin
1757,Bava Metzia,Tosefta Arakhin,5,Arakhin
1758,Bava Metzia,Arakhin,13,Arakhin
1759,Bava Metzia,Mishnah Temurah,1,Temurah
1760,Bava Metzia,Temurah,10,Temurah
1761,Bava Metzia,Mishnah Keritot,1,Keritot
1762,Bava Metzia,Keritot,4,Keritot
1763,Bava Metzia,Mishnah Meilah,3,Meilah
1764,Bava Metzia,Tosefta Meilah,1,Meilah
1765,Bava Metzia,Meilah,2,Meilah
1766,Bava Metzia,Mishnah Kelim,3,Kelim
1767,Bava Metzia,Mishnah Ohalot,1,Ohalot
1768,Bava Metzia,Mishnah Negaim,1,Negaim
1769,Bava Metzia,Tosefta Negaim,2,Negaim
1770,Bava Metzia,Mishnah Tahorot,1,Tahorot
1771,Bava Metzia,Mishnah Niddah,1,Niddah
1772,Bava Metzia,Niddah,3,Niddah
1773,Bava Metzia,Mishnah Makhshirin,2,Makhshirin
1774,Bava Metzia,Mishnah Yadayim,1,Yadayim
1775,Bava Batra,Tosefta Berakhot,2,Berakhot
1776,Bava Batra,Jerusalem Talmud Berakhot,4,Berakhot
1777,Bava Batra,Berakhot,21,Berakhot
1778,Bava Batra,Mishnah Peah,10,Peah
1779,Bava Batra,Tosefta Peah,14,Peah
1780,Bava Batra,Jerusalem Talmud Peah,31,Peah
1781,Bava Batra,Tosefta Demai,3,Demai
1782,Bava Batra,Jerusalem Talmud Demai,2,Demai
1783,Bava Batra,Mishnah Kilayim,6,Kilayim
1784,Bava Batra,Tosefta Kilayim,4,Kilayim
1785,Bava Batra,Jerusalem Talmud Kilayim,8,Kilayim
1786,Bava Batra,Mishnah Sheviit,5,Sheviit
1787,Bava Batra,Tosefta Sheviit,2,Sheviit
1788,Bava Batra,Jerusalem Talmud Sheviit,16,Sheviit
1789,Bava Batra,Mishnah Terumot,2,Terumot
1790,Bava Batra,Tosefta Terumot,8,Terumot
1791,Bava Batra,Jerusalem Talmud Terumot,5,Terumot
1792,Bava Batra,Mishnah Maasrot,1,Maasrot
1793,Bava Batra,Tosefta Maasrot,1,Maasrot
1794,Bava Batra,Jerusalem Talmud Maasrot,2,Maasrot
1795,Bava Batra,Tosefta Maaser Sheni,1,Maaser Sheni
1796,Bava Batra,Jerusalem Talmud Maaser Sheni,1,Maaser Sheni
1797,Bava Batra,Jerusalem Talmud Challah,2,Challah
1798,Bava Batra,Mishnah Bikkurim,3,Bikkurim
1799,Bava Batra,Tosefta Bikkurim,2,Bikkurim
1800,Bava Batra,Jerusalem Talmud Bikkurim,4,Bikkurim
1801,Bava Batra,Mishnah Shabbat,1,Shabbat
1802,Bava Batra,Tosefta Shabbat,4,Shabbat
1803,Bava Batra,Jerusalem Talmud Shabbat,6,Shabbat
1804,Bava Batra,Shabbat,41,Shabbat
1805,Bava Batra,Mishnah Eruvin,4,Eruvin
1806,Bava Batra,Jerusalem Talmud Eruvin,1,Eruvin
1807,Bava Batra,Eruvin,25,Eruvin
1808,Bava Batra,Tosefta Pesachim,2,Pesachim
1809,Bava Batra,Jerusalem Talmud Pesachim,1,Pesachim
1810,Bava Batra,Pesachim,24,Pesachim
1811,Bava Batra,Mishnah Shekalim,3,Shekalim
1812,Bava Batra,Tosefta Shekalim,1,Shekalim
1813,Bava Batra,Jerusalem Talmud Shekalim,4,Shekalim
1814,Bava Batra,Tosefta Yoma,1,Yoma
1815,Bava Batra,Jerusalem Talmud Yoma,2,Yoma
1816,Bava Batra,Yoma,10,Yoma
1817,Bava Batra,Sukkah,23,Sukkah
1818,Bava Batra,Beitzah,4,Beitzah
1819,Bava Batra,Rosh Hashanah,5,Rosh Hashanah
1820,Bava Batra,Jerusalem Talmud Taanit,4,Taanit
1821,Bava Batra,Taanit,9,Taanit
1822,Bava Batra,Tosefta Megillah,1,Megillah
1823,Bava Batra,Jerusalem Talmud Megillah,5,Megillah
1824,Bava Batra,Megillah,8,Megillah
1825,Bava Batra,Jerusalem Talmud Moed Katan,2,Moed Katan
1826,Bava Batra,Moed Katan,4,Moed Katan
1827,Bava Batra,Jerusalem Talmud Chagigah,1,Chagigah
1828,Bava Batra,Chagigah,1,Chagigah
1829,Bava Batra,Mishnah Yevamot,4,Yevamot
1830,Bava Batra,Tosefta Yevamot,2,Yevamot
1831,Bava Batra,Jerusalem Talmud Yevamot,1,Yevamot
1832,Bava Batra,Yevamot,39,Yevamot
1833,Bava Batra,Mishnah Ketubot,11,Ketubot
1834,Bava Batra,Tosefta Ketubot,20,Ketubot
1835,Bava Batra,Jerusalem Talmud Ketubot,12,Ketubot
1836,Bava Batra,Ketubot,86,Ketubot
1837,Bava Batra,Mishnah Nedarim,1,Nedarim
1838,Bava Batra,Tosefta Nedarim,1,Nedarim
1839,Bava Batra,Nedarim,10,Nedarim
1840,Bava Batra,Mishnah Nazir,3,Nazir
1841,Bava Batra,Tosefta Nazir,1,Nazir
1842,Bava Batra,Jerusalem Talmud Nazir,1,Nazir
1843,Bava Batra,Nazir,9,Nazir
1844,Bava Batra,Mishnah Sotah,2,Sotah
1845,Bava Batra,Tosefta Sotah,5,Sotah
1846,Bava Batra,Jerusalem Talmud Sotah,4,Sotah
1847,Bava Batra,Sotah,13,Sotah
1848,Bava Batra,Mishnah Gittin,9,Gittin
1849,Bava Batra,Tosefta Gittin,9,Gittin
1850,Bava Batra,Jerusalem Talmud Gittin,2,Gittin
1851,Bava Batra,Gittin,66,Gittin
1852,Bava Batra,Mishnah Kiddushin,7,Kiddushin
1853,Bava Batra,Tosefta Kiddushin,7,Kiddushin
1854,Bava Batra,Jerusalem Talmud Kiddushin,20,Kiddushin
1855,Bava Batra,Kiddushin,56,Kiddushin
1856,Bava Batra,Mishnah Bava Kamma,2,Bava Kamma
1857,Bava Batra,Tosefta Bava Kamma,15,Bava Kamma
1858,Bava Batra,Jerusalem Talmud Bava Kamma,2,Bava Kamma
1859,Bava Batra,Bava Kamma,63,Bava Kamma
1860,Bava Batra,Mishnah Bava Metzia,8,Bava Metzia
1861,Bava Batra,Tosefta Bava Metzia,26,Bava Metzia
1862,Bava Batra,Jerusalem Talmud Bava Metzia,4,Bava Metzia
1863,Bava Batra,Bava Metzia,97,Bava Metzia
1864,Bava Batra,Mishnah Bava Batra,172,Bava Batra
1865,Bava Batra,Tosefta Bava Batra,176,Bava Batra
1866,Bava Batra,Jerusalem Talmud Bava Batra,43,Bava Batra
1867,Bava Batra,Bava Batra,114,Bava Batra
1868,Bava Batra,Bava Batra,114,Bava Batra
1869,Bava Batra,Mishnah Sanhedrin,3,Sanhedrin
1870,Bava Batra,Tosefta Sanhedrin,4,Sanhedrin
1871,Bava Batra,Jerusalem Talmud Sanhedrin,2,Sanhedrin
1872,Bava Batra,Sanhedrin,40,Sanhedrin
1873,Bava Batra,Makkot,8,Makkot
1874,Bava Batra,Shevuot,16,Shevuot
1875,Bava Batra,Mishnah Eduyot,2,Eduyot
1876,Bava Batra,Mishnah Avodah Zarah,1,Avodah Zarah
1877,Bava Batra,Tosefta Avodah Zarah,2,Avodah Zarah
1878,Bava Batra,Avodah Zarah,19,Avodah Zarah
1879,Bava Batra,Horayot,1,Horayot
1880,Bava Batra,Zevachim,9,Zevachim
1881,Bava Batra,Mishnah Menachot,1,Menachot
1882,Bava Batra,Tosefta Menachot,1,Menachot
1883,Bava Batra,Menachot,11,Menachot
1884,Bava Batra,Mishnah Chullin,2,Chullin
1885,Bava Batra,Chullin,17,Chullin
1886,Bava Batra,Mishnah Bekhorot,2,Bekhorot
1887,Bava Batra,Tosefta Bekhorot,6,Bekhorot
1888,Bava Batra,Bekhorot,14,Bekhorot
1889,Bava Batra,Mishnah Arakhin,4,Arakhin
1890,Bava Batra,Tosefta Arakhin,1,Arakhin
1891,Bava Batra,Arakhin,34,Arakhin
1892,Bava Batra,Mishnah Temurah,1,Temurah
1893,Bava Batra,Temurah,4,Temurah
1894,Bava Batra,Mishnah Keritot,1,Keritot
1895,Bava Batra,Keritot,6,Keritot
1896,Bava Batra,Mishnah Meilah,2,Meilah
1897,Bava Batra,Tosefta Meilah,2,Meilah
1898,Bava Batra,Meilah,2,Meilah
1899,Bava Batra,Mishnah Kelim,2,Kelim
1900,Bava Batra,Mishnah Ohalot,1,Ohalot
1901,Bava Batra,Tosefta Ohalot,3,Ohalot
1902,Bava Batra,Mishnah Tahorot,3,Tahorot
1903,Bava Batra,Tosefta Tahorot,1,Tahorot
1904,Bava Batra,Mishnah Niddah,1,Niddah
1905,Bava Batra,Tosefta Niddah,2,Niddah
1906,Bava Batra,Niddah,16,Niddah
1907,Bava Batra,Mishnah Tevul Yom,1,Tevul Yom
1908,Bava Batra,Mishnah Oktzin,2,Oktzin
1909,Sanhedrin,Tosefta Berakhot,1,Berakhot
1910,Sanhedrin,Berakhot,35,Berakhot
1911,Sanhedrin,Tosefta Peah,3,Peah
1912,Sanhedrin,Tosefta Demai,3,Demai
1913,Sanhedrin,Tosefta Sheviit,2,Sheviit
1914,Sanhedrin,Tosefta Terumot,5,Terumot
1915,Sanhedrin,Tosefta Maaser Sheni,4,Maaser Sheni
1916,Sanhedrin,Tosefta Challah,1,Challah
1917,Sanhedrin,Tosefta Shabbat,7,Shabbat
1918,Sanhedrin,Shabbat,42,Shabbat
1919,Sanhedrin,Eruvin,24,Eruvin
1920,Sanhedrin,Tosefta Pesachim,3,Pesachim
1921,Sanhedrin,Pesachim,42,Pesachim
1922,Sanhedrin,Tosefta Shekalim,2,Shekalim
1923,Sanhedrin,Tosefta Yoma,4,Yoma
1924,Sanhedrin,Yoma,44,Yoma
1925,Sanhedrin,Tosefta Sukkah,2,Sukkah
1926,Sanhedrin,Sukkah,28,Sukkah
1927,Sanhedrin,Beitzah,5,Beitzah
1928,Sanhedrin,Tosefta Rosh Hashanah,3,Rosh Hashanah
1929,Sanhedrin,Rosh Hashanah,22,Rosh Hashanah
1930,Sanhedrin,Taanit,18,Taanit
1931,Sanhedrin,Tosefta Megillah,3,Megillah
1932,Sanhedrin,Megillah,17,Megillah
1933,Sanhedrin,Moed Katan,13,Moed Katan
1934,Sanhedrin,Tosefta Chagigah,4,Chagigah
1935,Sanhedrin,Chagigah,17,Chagigah
1936,Sanhedrin,Tosefta Yevamot,1,Yevamot
1937,Sanhedrin,Yevamot,62,Yevamot
1938,Sanhedrin,Ketubot,46,Ketubot
1939,Sanhedrin,Tosefta Nedarim,1,Nedarim
1940,Sanhedrin,Nedarim,12,Nedarim
1941,Sanhedrin,Tosefta Nazir,1,Nazir
1942,Sanhedrin,Nazir,17,Nazir
1943,Sanhedrin,Tosefta Sotah,22,Sotah
1944,Sanhedrin,Sotah,53,Sotah
1945,Sanhedrin,Gittin,25,Gittin
1946,Sanhedrin,Tosefta Kiddushin,1,Kiddushin
1947,Sanhedrin,Kiddushin,45,Kiddushin
1948,Sanhedrin,Tosefta Bava Kamma,13,Bava Kamma
1949,Sanhedrin,Bava Kamma,46,Bava Kamma
1950,Sanhedrin,Tosefta Bava Metzia,3,Bava Metzia
1951,Sanhedrin,Bava Metzia,36,Bava Metzia
1952,Sanhedrin,Tosefta Bava Batra,1,Bava Batra
1953,Sanhedrin,Bava Batra,40,Bava Batra
1954,Sanhedrin,Tosefta Sanhedrin,83,Sanhedrin
1955,Sanhedrin,Sanhedrin,130,Sanhedrin
1956,Sanhedrin,Sanhedrin,130,Sanhedrin
1957,Sanhedrin,Tosefta Makkot,1,Makkot
1958,Sanhedrin,Makkot,38,Makkot
1959,Sanhedrin,Tosefta Shevuot,1,Shevuot
1960,Sanhedrin,Shevuot,38,Shevuot
1961,Sanhedrin,Tosefta Avodah Zarah,2,Avodah Zarah
1962,Sanhedrin,Avodah Zarah,33,Avodah Zarah
1963,Sanhedrin,Horayot,11,Horayot
1964,Sanhedrin,Tosefta Zevachim,3,Zevachim
1965,Sanhedrin,Zevachim,40,Zevachim
1966,Sanhedrin,Tosefta Menachot,1,Menachot
1967,Sanhedrin,Menachot,21,Menachot
1968,Sanhedrin,Chullin,33,Chullin
1969,Sanhedrin,Bekhorot,16,Bekhorot
1970,Sanhedrin,Tosefta Arakhin,1,Arakhin
1971,Sanhedrin,Arakhin,11,Arakhin
1972,Sanhedrin,Temurah,12,Temurah
1973,Sanhedrin,Keritot,23,Keritot
1974,Sanhedrin,Meilah,2,Meilah
1975,Sanhedrin,Tosefta Ohalot,1,Ohalot
1976,Sanhedrin,Tosefta Negaim,2,Negaim
1977,Sanhedrin,Niddah,19,Niddah
1978,Makkot,Mishnah Berakhot,2,Berakhot
1979,Makkot,Tosefta Berakhot,1,Berakhot
1980,Makkot,Berakhot,5,Berakhot
1981,Makkot,Tosefta Peah,1,Peah
1982,Makkot,Mishnah Demai,1,Demai
1983,Makkot,Tosefta Kilayim,1,Kilayim
1984,Makkot,Mishnah Sheviit,5,Sheviit
1985,Makkot,Mishnah Terumot,1,Terumot
1986,Makkot,Tosefta Terumot,1,Terumot
1987,Makkot,Mishnah Maaser Sheni,2,Maaser Sheni
1988,Makkot,Tosefta Maaser Sheni,1,Maaser Sheni
1989,Makkot,Tosefta Bikkurim,1,Bikkurim
1990,Makkot,Mishnah Shabbat,1,Shabbat
1991,Makkot,Shabbat,13,Shabbat
1992,Makkot,Eruvin,5,Eruvin
1993,Makkot,Mishnah Pesachim,1,Pesachim
1994,Makkot,Pesachim,19,Pesachim
1995,Makkot,Yoma,4,Yoma
1996,Makkot,Sukkah,12,Sukkah
1997,Makkot,Beitzah,3,Beitzah
1998,Makkot,Rosh Hashanah,1,Rosh Hashanah
1999,Makkot,Taanit,3,Taanit
2000,Makkot,Mishnah Megillah,1,Megillah
2001,Makkot,Megillah,8,Megillah
2002,Makkot,Moed Katan,5,Moed Katan
2003,Makkot,Chagigah,1,Chagigah
2004,Makkot,Tosefta Yevamot,1,Yevamot
2005,Makkot,Yevamot,16,Yevamot
2006,Makkot,Mishnah Ketubot,1,Ketubot
2007,Makkot,Tosefta Ketubot,3,Ketubot
2008,Makkot,Ketubot,18,Ketubot
2009,Makkot,Tosefta Nedarim,1,Nedarim
2010,Makkot,Nedarim,3,Nedarim
2011,Makkot,Mishnah Nazir,2,Nazir
2012,Makkot,Tosefta Nazir,1,Nazir
2013,Makkot,Nazir,10,Nazir
2014,Makkot,Mishnah Sotah,1,Sotah
2015,Makkot,Tosefta Sotah,2,Sotah
2016,Makkot,Sotah,5,Sotah
2017,Makkot,Tosefta Gittin,1,Gittin
2018,Makkot,Gittin,6,Gittin
2019,Makkot,Tosefta Kiddushin,1,Kiddushin
2020,Makkot,Kiddushin,15,Kiddushin
2021,Makkot,Mishnah Bava Kamma,1,Bava Kamma
2022,Makkot,Tosefta Bava Kamma,2,Bava Kamma
2023,Makkot,Bava Kamma,19,Bava Kamma
2024,Makkot,Tosefta Bava Metzia,2,Bava Metzia
2025,Makkot,Bava Metzia,10,Bava Metzia
2026,Makkot,Bava Batra,8,Bava Batra
2027,Makkot,Mishnah Sanhedrin,3,Sanhedrin
2028,Makkot,Tosefta Sanhedrin,4,Sanhedrin
2029,Makkot,Sanhedrin,38,Sanhedrin
2030,Makkot,Mishnah Makkot,40,Makkot
2031,Makkot,Tosefta Makkot,9,Makkot
2032,Makkot,Makkot,17,Makkot
2033,Makkot,Makkot,17,Makkot
2034,Makkot,Shevuot,17,Shevuot
2035,Makkot,Avodah Zarah,4,Avodah Zarah
2036,Makkot,Pirkei Avot,1,Pirkei Avot
2037,Makkot,Horayot,2,Horayot
2038,Makkot,Mishnah Zevachim,1,Zevachim
2039,Makkot,Zevachim,20,Zevachim
2040,Makkot,Menachot,10,Menachot
2041,Makkot,Mishnah Chullin,2,Chullin
2042,Makkot,Tosefta Chullin,2,Chullin
2043,Makkot,Chullin,22,Chullin
2044,Makkot,Bekhorot,1,Bekhorot
2045,Makkot,Arakhin,4,Arakhin
2046,Makkot,Temurah,16,Temurah
2047,Makkot,Mishnah Keritot,3,Keritot
2048,Makkot,Tosefta Keritot,1,Keritot
2049,Makkot,Keritot,13,Keritot
2050,Makkot,Meilah,3,Meilah
2051,Makkot,Mishnah Mikvaot,1,Mikvaot
2052,Makkot,Niddah,4,Niddah
2053,Shevuot,Berakhot,7,Berakhot
2054,Shevuot,Tosefta Sheviit,2,Sheviit
2055,Shevuot,Tosefta Maaser Sheni,1,Maaser Sheni
2056,Shevuot,Shabbat,21,Shabbat
2057,Shevuot,Eruvin,16,Eruvin
2058,Shevuot,Tosefta Pesachim,1,Pesachim
2059,Shevuot,Pesachim,23,Pesachim
2060,Shevuot,Tosefta Shekalim,1,Shekalim
2061,Shevuot,Tosefta Yoma,8,Yoma
2062,Shevuot,Yoma,26,Yoma
2063,Shevuot,Sukkah,7,Sukkah
2064,Shevuot,Beitzah,1,Beitzah
2065,Shevuot,Tosefta Rosh Hashanah,1,Rosh Hashanah
2066,Shevuot,Rosh Hashanah,9,Rosh Hashanah
2067,Shevuot,Taanit,4,Taanit
2068,Shevuot,Tosefta Megillah,1,Megillah
2069,Shevuot,Megillah,7,Megillah
2070,Shevuot,Chagigah,1,Chagigah
2071,Shevuot,Yevamot,11,Yevamot
2072,Shevuot,Tosefta Ketubot,5,Ketubot
2073,Shevuot,Ketubot,24,Ketubot
2074,Shevuot,Tosefta Nedarim,4,Nedarim
2075,Shevuot,Nedarim,24,Nedarim
2076,Shevuot,Tosefta Nazir,3,Nazir
2077,Shevuot,Nazir,7,Nazir
2078,Shevuot,Tosefta Sotah,10,Sotah
2079,Shevuot,Sotah,11,Sotah
2080,Shevuot,Gittin,10,Gittin
2081,Shevuot,Kiddushin,17,Kiddushin
2082,Shevuot,Tosefta Bava Kamma,5,Bava Kamma
2083,Shevuot,Bava Kamma,41,Bava Kamma
2084,Shevuot,Tosefta Bava Metzia,1,Bava Metzia
2085,Shevuot,Bava Metzia,49,Bava Metzia
2086,Shevuot,Tosefta Bava Batra,1,Bava Batra
2087,Shevuot,Bava Batra,16,Bava Batra
2088,Shevuot,Tosefta Sanhedrin,4,Sanhedrin
2089,Shevuot,Sanhedrin,38,Sanhedrin
2090,Shevuot,Makkot,17,Makkot
2091,Shevuot,Tosefta Shevuot,18,Shevuot
2092,Shevuot,Shevuot,66,Shevuot
2093,Shevuot,Shevuot,66,Shevuot
2094,Shevuot,Tosefta Eduyot,1,Eduyot
2095,Shevuot,Avodah Zarah,1,Avodah Zarah
2096,Shevuot,Tosefta Horayot,2,Horayot
2097,Shevuot,Horayot,6,Horayot
2098,Shevuot,Tosefta Zevachim,4,Zevachim
2099,Shevuot,Zevachim,21,Zevachim
2100,Shevuot,Tosefta Menachot,2,Menachot
2101,Shevuot,Menachot,20,Menachot
2102,Shevuot,Chullin,31,Chullin
2103,Shevuot,Bekhorot,12,Bekhorot
2104,Shevuot,Arakhin,6,Arakhin
2105,Shevuot,Temurah,16,Temurah
2106,Shevuot,Tosefta Keritot,1,Keritot
2107,Shevuot,Keritot,15,Keritot
2108,Shevuot,Tosefta Meilah,2,Meilah
2109,Shevuot,Meilah,6,Meilah
2110,Shevuot,Tosefta Negaim,1,Negaim
2111,Shevuot,Tosefta Parah,1,Parah
2112,Shevuot,Tosefta Tahorot,1,Tahorot
2113,Shevuot,Niddah,7,Niddah
2114,Avodah Zarah,Tosefta Berakhot,2,Berakhot
2115,Avodah Zarah,Jerusalem Talmud Berakhot,5,Berakhot
2116,Avodah Zarah,Berakhot,24,Berakhot
2117,Avodah Zarah,Jerusalem Talmud Peah,3,Peah
2118,Avodah Zarah,Mishnah Demai,1,Demai
2119,Avodah Zarah,Tosefta Demai,10,Demai
2120,Avodah Zarah,Jerusalem Talmud Demai,5,Demai
2121,Avodah Zarah,Tosefta Kilayim,3,Kilayim
2122,Avodah Zarah,Jerusalem Talmud Kilayim,1,Kilayim
2123,Avodah Zarah,Mishnah Sheviit,3,Sheviit
